survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,ibiz_rating,features_rating,security_rating,dept_org_unit,prod_type,age
Digital Banking,9/22/2020,7,7,10,7,6,6,7,,7,7,CB ,Deposits,57
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,69
Digital Banking,9/23/2020,7,7,10,7,7,7,6,,7,7,CB ,Deposits,68
Digital Banking,9/22/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,61
Digital Banking,9/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,50
New Account,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,29
New Account,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,26
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,70
Mortgage Post Application,9/30/2020,7,7,10,,,,,,,,,,61
Digital Banking,9/25/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,57
Closed Account,9/24/2020,7,7,10,,,,,,,,CB ,Loans,64
Digital Banking,9/23/2020,3,7,10,7,4,6,5,,6,7,CB ,Deposits,56
Closed Account,9/24/2020,7,7,10,,,,,,,,CB ,Loans,32
Digital Banking,9/22/2020,7,7,10,6,6,6,6,,6,6,CB ,Deposits,65
Digital Banking,9/23/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,78
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,19
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,
Retail Banking,9/23/2020,6,7,9,,,,,,,,CB ,Deposits,57
Business Banking,9/23/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/24/2020,7,7,10,,,,,,,,PB ,Deposits,
Retail Banking,9/24/2020,7,7,10,,,,,,,,CB ,Deposits,81
Retail Banking,9/24/2020,6,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,9/24/2020,6,7,10,,,,,,,,CB ,Deposits,61
Business Banking,9/22/2020,6,7,10,,,,,,,,CB ,Deposits,
Retail Banking,9/24/2020,7,7,10,,,,,,,,BB ,Deposits,66
Retail Banking,9/24/2020,7,6,10,,,,,,,,CB ,Deposits,70
Retail Banking,9/22/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,9/24/2020,7,7,10,,,,,,,,CB ,Deposits,71
Business Banking,9/23/2020,6,6,10,,,,,,,,BB ,Deposits,
Business Banking,9/23/2020,7,7,10,,,,,,,,PB ,Loans,
Business Banking,9/22/2020,7,7,0,,,,,,,,BB ,Deposits,
Business Banking,9/22/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/24/2020,7,6,10,,,,,,,,CB ,Loans,61
Business Banking,9/22/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/24/2020,7,7,10,,,,,,,,PB ,Loans,34
Business Banking,9/22/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/22/2020,7,7,10,,,,,,,,BB ,Deposits,
Mortgage Post Application,9/29/2020,4,7,10,,,,,,,,,,32
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,45
Digital Banking,9/23/2020,5,6,8,6,5,6,5,,6,6,CB ,Deposits,56
Closed Account,9/24/2020,7,7,10,,,,,,,,CB ,Loans,65
Digital Banking,9/26/2020,2,1,1,2,2,2,1,,5,7,CB ,Deposits,60
Closed Account,9/30/2020,7,7,10,,,,,,,,CB ,Loans,73
Digital Banking,9/23/2020,6,6,9,6,6,6,6,,6,6,CB ,Deposits,51
Digital Banking,9/23/2020,5,6,5,5,3,4,4,,4,4,CB ,Deposits,82
Digital Banking,9/23/2020,4,3,2,4,3,3,4,,4,1,CB ,Loans,50
Closed Account,9/26/2020,7,7,10,,,,,,,,C RE ,Loans,48
New Account,9/30/2020,5,6,5,,,,,,,,CB ,Deposits,51
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,54
Loan,9/25/2020,6,6,8,,,,,,,,CB ,Loans,38
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,56
Retail Banking,9/23/2020,7,7,10,,,,,,,,CB ,Deposits,83
Retail Banking,9/23/2020,7,5,10,,,,,,,,CB ,Loans,63
Retail Banking,9/23/2020,7,6,10,,,,,,,,CB ,Deposits,59
Retail Banking,9/23/2020,7,7,10,,,,,,,,CB ,Deposits,79
Retail Banking,9/24/2020,7,7,10,,,,,,,,CB ,Deposits,76
Retail Banking,9/24/2020,6,6,9,,,,,,,,CB ,Deposits,88
Retail Banking,9/23/2020,6,6,9,,,,,,,,CB ,Deposits,68
Business Banking,9/24/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/23/2020,7,7,10,,,,,,,,BB ,Deposits,
Mortgage Post Application,9/29/2020,7,7,10,,,,,,,,,,46
Loan,9/26/2020,6,7,9,,,,,,,,CB ,Loans,66
Closed Account,9/30/2020,6,6,10,,,,,,,,CB ,Loans,76
Closed Account,9/29/2020,6,6,9,,,,,,,,PB ,Loans,46
Closed Account,9/29/2020,7,7,10,,,,,,,,CB ,Loans,71
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,58
Closed Account,9/26/2020,7,7,10,,,,,,,,PB ,Deposits,68
Closed Account,9/26/2020,5,3,7,,,,,,,,PB ,Loans,67
Mortgage Post Application,9/29/2020,6,7,10,,,,,,,,,,66
Mortgage Post Application,9/29/2020,7,4,5,,,,,,,,,,33
Digital Banking,9/25/2020,6,7,10,7,7,6,7,,7,7,CB ,Deposits,74
Closed Account,9/29/2020,7,7,10,,,,,,,,CB ,Loans,73
Closed Account,9/26/2020,1,3,0,,,,,,,,CB ,Loans,82
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,62
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,38
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,33
Closed Account,9/26/2020,3,1,0,,,,,,,,CB ,Loans,38
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,61
Digital Banking,9/28/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,60
Digital Banking,9/28/2020,5,4,4,6,6,6,4,,5,5,CB ,Deposits,63
Digital Banking,9/28/2020,7,7,9,7,7,7,7,,7,7,CB ,Loans,61
Digital Banking,9/28/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,64
Digital Banking,9/29/2020,6,7,10,6,6,7,7,,7,7,CB ,Deposits,68
Digital Banking,9/28/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,74
Business Banking,9/30/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,9/30/2020,6,7,9,,,,,,,,BB ,Deposits,
Retail Banking,9/29/2020,6,6,10,,,,,,,,CB ,Deposits,77
Business Banking,9/30/2020,7,7,10,,,,,,,,MM ,Loans,
Retail Banking,9/29/2020,3,4,0,,,,,,,,CB ,Deposits,48
Business Banking,9/30/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/30/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/30/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/28/2020,7,3,10,,,,,,,,PB ,Deposits,69
Business Banking,9/30/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/28/2020,7,6,10,,,,,,,,BB ,Loans,
Mortgage Post Closing,9/30/2020,7,7,8,,,,,,,,,,32
Digital Banking,9/30/2020,6,7,10,7,6,6,7,,6,6,CB ,Deposits,73
Digital Banking,9/30/2020,6,7,10,6,6,5,6,,6,7,PB ,Deposits,69
Digital Banking,9/30/2020,5,6,9,4,5,4,6,,6,6,CB ,Deposits,55
Digital Banking,9/29/2020,2,1,5,1,1,1,1,,1,7,CB ,Deposits,65
Closed Account,9/29/2020,7,7,10,,,,,,,,CB ,Loans,71
Closed Account,9/29/2020,7,7,10,,,,,,,,CB ,Loans,81
Closed Account,9/30/2020,7,7,10,,,,,,,,CB ,Loans,39
Digital Banking,9/30/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,72
Closed Account,9/30/2020,7,7,10,,,,,,,,BB ,Loans,
Closed Account,9/30/2020,7,5,10,,,,,,,,CB ,Loans,41
Retail Banking,9/29/2020,7,7,10,,,,,,,,CB ,Loans,64
Retail Banking,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,83
Retail Banking,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,95
Retail Banking,9/29/2020,7,6,10,,,,,,,,CB ,Deposits,64
Retail Banking,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,71
Retail Banking,9/30/2020,6,7,5,,,,,,,,CB ,Deposits,64
Retail Banking,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,84
Retail Banking,9/29/2020,7,6,8,,,,,,,,CB ,Deposits,45
Retail Banking,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,88
Retail Banking,9/30/2020,7,7,10,,,,,,,,CB ,Loans,72
Retail Banking,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,50
Retail Banking,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,64
Retail Banking,9/29/2020,7,n/a,10,,,,,,,,CB ,Deposits,74
Retail Banking,9/29/2020,7,7,9,,,,,,,,CB ,Deposits,41
Mortgage Post Closing,9/30/2020,7,7,10,,,,,,,,,,83
Digital Banking,9/30/2020,1,1,6,1,4,3,7,,6,7,CB ,Deposits,64
Closed Account,9/30/2020,7,7,10,,,,,,,,CB ,Loans,53
Digital Banking,9/30/2020,7,6,9,6,5,6,6,,6,6,CB ,Deposits,67
Digital Banking,9/30/2020,7,7,10,7,7,7,6,,7,7,CB ,Deposits,55
Digital Banking,9/30/2020,7,7,0,7,7,7,7,,7,7,PB ,Deposits,56
Closed Account,9/30/2020,7,7,10,,,,,,,,CB ,Loans,42
Retail Banking,10/1/2020,7,6,7,,,,,,,,CB ,Deposits,30
Retail Banking,10/1/2020,7,4,7,,,,,,,,CB ,Deposits,34
New Account,10/5/2020,7,7,10,,,,,,,,CB ,Deposits,47
New Account,10/2/2020,7,7,10,,,,,,,,CB ,Deposits,70
New Account,10/2/2020,7,7,10,,,,,,,,CB ,Deposits,43
New Account,10/2/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,10/7/2020,7,7,10,,,,,,,,CB ,Deposits,42
New Account,10/5/2020,7,7,10,,,,,,,,CB ,Deposits,56
New Account,10/5/2020,5,6,8,,,,,,,,CB ,Deposits,65
New Account,10/5/2020,7,7,10,,,,,,,,CB ,Deposits,79
New Account,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,52
New Account,10/8/2020,7,7,9,,,,,,,,CB ,Deposits,62
New Account,10/7/2020,7,7,10,,,,,,,,CB ,Deposits,30
New Account,10/7/2020,7,7,10,,,,,,,,CB ,Deposits,69
New Account,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,80
New Account,10/7/2020,3,4,5,,,,,,,,CB ,Deposits,53
Digital Banking,10/1/2020,6,6,9,6,7,6,7,,6,7,CB ,Deposits,63
Mortgage Post Application,10/12/2020,6,6,9,,,,,,,,,,62
Mortgage Post Closing,10/5/2020,5,6,7,,,,,,,,,,38
Mortgage Post Closing,10/6/2020,7,7,10,,,,,,,,,,56
Digital Banking,10/1/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,62
Digital Banking,10/1/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,76
New Account,10/12/2020,7,7,10,,,,,,,,CB ,Deposits,73
Digital Banking,10/1/2020,7,7,9,6,5,6,6,,6,6,CB ,Deposits,42
New Account,10/12/2020,7,7,10,,,,,,,,CB ,Deposits,57
New Account,10/15/2020,7,7,10,,,,,,,,CB ,Deposits,99
New Account,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,68
New Account,10/10/2020,7,7,10,,,,,,,,CB ,Deposits,39
New Account,10/15/2020,7,7,10,,,,,,,,CB ,Deposits,55
New Account,10/2/2020,7,7,10,,,,,,,,CB ,Deposits,73
Digital Banking,10/2/2020,2,5,6,2,6,2,2,,3,3,CB ,Deposits,50
Digital Banking,10/7/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,76
Digital Banking,10/3/2020,2,7,10,1,1,2,4,,6,6,CB ,Deposits,76
Digital Banking,10/2/2020,2,4,5,4,5,4,1,,4,7,PB ,Deposits,33
New Account,10/2/2020,7,7,10,,,,,,,,CB ,Deposits,47
Mortgage Post Application,10/6/2020,7,7,7,,,,,,,,,,56
Mortgage Post Application,10/13/2020,6,7,10,,,,,,,,,,65
Digital Banking,10/5/2020,7,7,10,7,7,6,7,,6,7,PB ,Deposits,64
Closed Account,10/7/2020,7,7,10,,,,,,,,PB ,Loans,46
New Account,10/13/2020,7,7,10,,,,,,,,BB ,Deposits,66
New Account,10/13/2020,7,7,10,,,,,,,,CB ,Deposits,74
New Account,10/13/2020,7,7,10,,,,,,,,CB ,Deposits,41
New Account,10/13/2020,7,7,10,,,,,,,,CB ,Deposits,79
New Account,10/14/2020,7,7,10,,,,,,,,CB ,Deposits,36
New Account,10/13/2020,7,7,10,,,,,,,,CB ,Deposits,80
Digital Banking,10/5/2020,7,7,10,6,6,7,5,,5,7,CB ,Deposits,66
Digital Banking,10/8/2020,4,4,3,1,1,3,1,,1,3,CB ,Loans,58
Digital Banking,10/5/2020,7,7,10,7,6,6,6,,7,7,CB ,Deposits,67
Digital Banking,10/9/2020,3,7,10,4,6,3,3,,4,6,CB ,Deposits,69
Digital Banking,10/8/2020,6,6,9,7,7,7,6,,6,6,CB ,Deposits,57
Digital Banking,10/5/2020,1,4,6,4,3,3,3,,6,6,PB ,Deposits,79
Digital Banking,10/6/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,62
Digital Banking,10/7/2020,7,7,10,6,6,6,7,,7,7,CB ,Deposits,69
Digital Banking,10/6/2020,6,7,10,7,7,7,7,,7,7,CB ,Loans,57
New Account,10/14/2020,7,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,10/9/2020,5,6,9,,,,,,,,CB ,Loans,63
Business Banking,10/28/2020,7,7,10,,,,,,,,BB ,Loans,
Retail Banking,10/5/2020,7,6,10,,,,,,,,CB ,Deposits,66
Retail Banking,10/6/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,59
Retail Banking,10/6/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,10/10/2020,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,10/7/2020,1,6,5,,,,,,,,CB ,Deposits,67
Retail Banking,10/8/2020,6,6,10,,,,,,,,PB ,Deposits,79
Retail Banking,10/8/2020,5,7,5,,,,,,,,PB ,Deposits,64
Retail Banking,10/5/2020,5,5,7,,,,,,,,PB ,Deposits,44
Business Banking,10/5/2020,5,7,10,,,,,,,,PB ,Loans,
Business Banking,10/6/2020,6,7,9,,,,,,,,BB ,Deposits,
Business Banking,10/6/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/6/2020,6,6,8,,,,,,,,BB ,Deposits,
Business Banking,10/7/2020,6,5,9,,,,,,,,PB ,Deposits,
Retail Banking,10/6/2020,7,7,10,,,,,,,,CB ,Loans,65
Retail Banking,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,64
Business Banking,10/5/2020,6,6,9,,,,,,,,BB ,Deposits,
Business Banking,10/6/2020,4,n/a,9,,,,,,,,BB ,Deposits,
Business Banking,10/8/2020,7,6,8,,,,,,,,PB ,Deposits,
Business Banking,10/9/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,10/6/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,10/8/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,10/9/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/8/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/5/2020,3,5,5,,,,,,,,BB ,Deposits,
Business Banking,10/6/2020,7,6,10,,,,,,,,MM ,Deposits,
Mortgage Post Application,10/9/2020,7,3,10,,,,,,,,,,40
Mortgage Post Application,10/6/2020,7,6,10,,,,,,,,,,42
Mortgage Post Application,10/6/2020,6,7,10,,,,,,,,,,76
Digital Banking,10/6/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,67
Digital Banking,10/7/2020,7,7,10,7,7,7,7,,7,7,CB ,Loans,77
Closed Account,10/7/2020,7,6,10,,,,,,,,CB ,Loans,69
Digital Banking,10/6/2020,6,6,5,6,6,7,7,,6,6,CB ,Deposits,62
Digital Banking,10/9/2020,5,7,10,4,4,4,4,,6,5,CB ,Deposits,64
Loan,10/7/2020,7,7,10,,,,,,,,CB ,Loans,64
Closed Account,10/7/2020,7,7,10,,,,,,,,BB ,Loans,
Closed Account,10/7/2020,7,7,10,,,,,,,,CB ,Loans,56
Digital Banking,10/6/2020,6,6,9,6,6,5,6,,6,6,PB ,Loans,59
Closed Account,10/7/2020,7,7,10,,,,,,,,CB ,Loans,53
New Account,10/14/2020,7,7,10,,,,,,,,CB ,Deposits,38
New Account,10/14/2020,5,6,9,,,,,,,,PB ,Deposits,87
New Account,10/16/2020,7,7,10,,,,,,,,CB ,Deposits,36
Retail Banking,10/10/2020,7,4,9,,,,,,,,CB ,Deposits,73
Retail Banking,10/9/2020,7,7,10,,,,,,,,BB ,Loans,64
Wealth Management,10/8/2020,7,7,10,,,,,,,,WM,Investments,74
Retail Banking,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,10/6/2020,2,1,0,,,,,,,,CB ,Loans,82
Retail Banking,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,64
Retail Banking,10/6/2020,6,6,9,,,,,,,,CB ,Deposits,71
Retail Banking,10/8/2020,7,6,10,,,,,,,,CB ,Deposits,74
Retail Banking,10/6/2020,7,4,10,,,,,,,,CB ,Deposits,80
Retail Banking,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,64
Retail Banking,10/6/2020,1,1,2,,,,,,,,PB ,Deposits,56
Retail Banking,10/6/2020,7,7,10,,,,,,,,CB ,Deposits,59
Retail Banking,10/6/2020,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,10/8/2020,7,7,10,,,,,,,,CB ,Deposits,54
Retail Banking,10/7/2020,1,1,0,,,,,,,,CB ,Deposits,61
Business Banking,10/6/2020,7,7,10,,,,,,,,BB ,Loans,
Retail Banking,10/10/2020,7,5,10,,,,,,,,CB ,Deposits,71
Retail Banking,10/7/2020,7,7,9,,,,,,,,CB ,Loans,89
Retail Banking,10/6/2020,6,7,8,,,,,,,,CB ,Deposits,33
Business Banking,10/6/2020,7,7,9,,,,,,,,BB ,Deposits,
Business Banking,10/7/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/9/2020,6,6,9,,,,,,,,BB ,Loans,
Business Banking,10/8/2020,7,6,9,,,,,,,,BB ,Deposits,
Retail Banking,10/7/2020,7,7,10,,,,,,,,CB ,Loans,72
Retail Banking,10/8/2020,6,7,10,,,,,,,,CB ,Deposits,27
Wealth Management,10/8/2020,7,7,10,,,,,,,,WM,Investments,71
Mortgage Post Application,10/12/2020,7,7,10,,,,,,,,,,45
Mortgage Post Application,10/7/2020,6,7,10,,,,,,,,,,52
Digital Banking,10/9/2020,6,6,10,7,7,6,6,,6,7,CB ,Deposits,66
Digital Banking,10/8/2020,6,7,1,6,6,7,7,,6,6,CB ,Deposits,57
Digital Banking,10/7/2020,7,7,10,7,7,7,7,,7,7,MTG ,Loans,76
Digital Banking,10/7/2020,7,7,10,6,6,6,7,,6,7,CB ,Deposits,75
Digital Banking,10/9/2020,5,6,8,4,5,4,6,,6,6,CB ,Deposits,41
New Account,10/19/2020,7,7,10,,,,,,,,CB ,Deposits,43
Digital Banking,10/9/2020,2,4,8,6,5,6,3,,3,7,CB ,Deposits,29
New Account,10/21/2020,7,7,10,,,,,,,,CB ,Deposits,71
New Account,10/21/2020,7,7,10,,,,,,,,CB ,Deposits,45
Digital Banking,10/10/2020,5,6,7,5,5,5,5,,5,6,CB ,Deposits,51
Digital Banking,10/7/2020,6,7,10,7,6,7,5,,6,6,CB ,Deposits,64
Digital Banking,10/7/2020,2,4,5,3,4,3,5,,4,5,CB ,Deposits,51
Digital Banking,10/9/2020,7,7,10,7,7,7,6,,7,7,PB ,Deposits,51
Digital Banking,10/7/2020,2,5,5,1,2,4,3,,5,6,CB ,Deposits,73
New Account,10/16/2020,7,7,9,,,,,,,,CB ,Deposits,32
New Account,10/19/2020,7,7,10,,,,,,,,CB ,Deposits,38
Closed Account,10/7/2020,7,7,10,,,,,,,,CB ,Loans,35
Digital Banking,10/8/2020,5,7,8,7,7,7,7,,7,7,CB ,Deposits,42
Digital Banking,10/9/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,53
iBiz,10/10/2020,6,7,10,,7,,7,7,7,7,,,
iBiz,10/8/2020,5,5,8,,4,,5,5,5,7,,,
iBiz,10/10/2020,6,6,9,,6,,6,6,6,6,,,
Business Banking,10/9/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/7/2020,7,7,10,,,,,,,,CB ,Deposits,88
Retail Banking,10/9/2020,4,7,8,,,,,,,,CB ,Deposits,42
Retail Banking,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,10/7/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,10/8/2020,4,7,5,,,,,,,,CB ,Deposits,71
Retail Banking,10/11/2020,7,5,10,,,,,,,,CB ,Deposits,82
Business Banking,10/8/2020,6,7,8,,,,,,,,BB ,Deposits,
Retail Banking,10/9/2020,7,7,9,,,,,,,,CB ,Deposits,60
Business Banking,10/7/2020,7,7,10,,,,,,,,BB ,Loans,
Retail Banking,10/10/2020,7,7,10,,,,,,,,CB ,Deposits,78
Business Banking,10/7/2020,7,7,9,,,,,,,,MM ,Loans,
Retail Banking,10/9/2020,7,7,10,,,,,,,,CB ,Deposits,59
Mortgage Post Application,10/9/2020,7,7,10,,,,,,,,,,55
Mortgage Post Application,10/9/2020,7,1,0,,,,,,,,,,48
Mortgage Post Closing,10/8/2020,4,5,8,,,,,,,,,,63
Digital Banking,10/8/2020,7,6,10,7,7,7,7,,7,7,CB ,Deposits,65
Digital Banking,10/10/2020,7,5,8,7,7,7,7,,6,7,CB ,Deposits,81
Digital Banking,10/8/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,68
Closed Account,10/8/2020,6,5,0,,,,,,,,CB ,Loans,67
New Account,10/20/2020,7,7,10,,,,,,,,CB ,Deposits,85
Digital Banking,10/9/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,44
Digital Banking,10/8/2020,7,7,10,7,7,7,7,,7,7,CB ,Loans,70
Closed Account,10/8/2020,7,7,10,,,,,,,,CB ,Loans,47
New Account,10/19/2020,7,7,10,,,,,,,,CB ,Deposits,63
Digital Banking,10/8/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,56
Loan,10/10/2020,7,7,10,,,,,,,,CB ,Loans,59
Digital Banking,10/8/2020,6,7,10,7,7,6,6,,6,7,PB ,Loans,60
Digital Banking,10/8/2020,6,7,9,6,6,6,6,,6,7,CB ,Deposits,65
New Account,10/19/2020,7,7,10,,,,,,,,CB ,Deposits,29
New Account,10/20/2020,7,7,10,,,,,,,,CB ,Deposits,38
iBiz,10/8/2020,7,7,10,,7,,7,7,7,7,,,
iBiz,10/8/2020,7,7,10,,6,,6,6,6,6,,,
Mortgage Post Application,10/16/2020,7,7,10,,,,,,,,,,37
Mortgage Post Application,10/19/2020,7,6,7,,,,,,,,,,57
Mortgage Post Closing,10/23/2020,7,7,10,,,,,,,,,,61
New Account,10/22/2020,7,6,10,,,,,,,,CB ,Deposits,74
Loan,10/15/2020,7,7,10,,,,,,,,CB ,Loans,71
Digital Banking,10/13/2020,5,7,10,6,6,6,6,,6,7,CB ,Deposits,34
Digital Banking,10/13/2020,3,4,6,6,4,4,4,,4,6,CB ,Deposits,76
Digital Banking,10/15/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,60
Digital Banking,10/13/2020,6,7,9,6,6,6,6,,6,7,CB ,Deposits,60
Loan,10/15/2020,7,7,10,,,,,,,,PB ,Loans,39
Retail Banking,10/13/2020,7,7,9,,,,,,,,CB ,Deposits,82
Retail Banking,10/19/2020,7,7,10,,,,,,,,CB ,Deposits,58
Retail Banking,10/13/2020,7,7,10,,,,,,,,CB ,Deposits,62
Retail Banking,10/13/2020,7,6,10,,,,,,,,CB ,Deposits,79
Retail Banking,10/17/2020,7,7,10,,,,,,,,CB ,Loans,72
Retail Banking,10/19/2020,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,10/13/2020,7,6,8,,,,,,,,CB ,Deposits,86
Retail Banking,10/13/2020,6,7,10,,,,,,,,CB ,Deposits,87
Retail Banking,10/17/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,10/19/2020,7,7,9,,,,,,,,CB ,Deposits,85
Retail Banking,10/22/2020,7,7,8,,,,,,,,CB ,Deposits,50
iBiz,10/14/2020,5,7,10,,6,,6,6,6,7,,,
iBiz,10/14/2020,5,6,9,,5,,4,5,5,7,,,
iBiz,10/13/2020,4,4,5,,5,,5,5,5,5,,,
Digital Banking,10/13/2020,6,7,10,7,6,6,7,,7,7,PB ,Deposits,69
Digital Banking,10/15/2020,5,6,6,6,6,6,6,,6,7,BB ,Deposits,60
Digital Banking,10/14/2020,7,5,8,6,6,6,6,,6,6,CB ,Deposits,76
Digital Banking,10/15/2020,7,7,10,7,7,5,6,,7,7,CB ,Deposits,32
Retail Banking,10/16/2020,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,10/15/2020,7,7,10,,,,,,,,PB ,Deposits,82
Retail Banking,10/15/2020,7,n/a,10,,,,,,,,CB ,Loans,83
Retail Banking,10/13/2020,7,7,9,,,,,,,,CB ,Deposits,84
Retail Banking,10/21/2020,7,7,10,,,,,,,,CB ,Deposits,85
Retail Banking,10/16/2020,7,7,10,,,,,,,,CB ,Deposits,69
Retail Banking,10/13/2020,7,7,10,,,,,,,,BB ,Deposits,64
Retail Banking,10/16/2020,7,7,10,,,,,,,,CB ,Loans,38
Retail Banking,10/14/2020,7,7,10,,,,,,,,CB ,Deposits,93
Retail Banking,10/16/2020,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,10/23/2020,6,2,8,,,,,,,,CB ,Deposits,73
Business Banking,10/27/2020,6,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/13/2020,2,6,4,,,,,,,,BB ,Loans,
Business Banking,10/27/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,10/14/2020,4,7,2,,,,,,,,BB ,Deposits,
Business Banking,10/13/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,10/15/2020,7,7,10,,,,,,,,CB ,Deposits,
Business Banking,10/13/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,10/14/2020,5,6,8,,,,,,,,BB ,Deposits,
Mortgage Post Application,10/17/2020,6,7,10,,,,,,,,,,66
Digital Banking,10/14/2020,4,2,1,4,5,3,1,,5,7,CB ,Deposits,42
Closed Account,10/15/2020,7,7,10,,,,,,,,CB ,Loans,79
Loan,10/17/2020,7,7,10,,,,,,,,CB ,Loans,73
Loan,10/15/2020,7,7,10,,,,,,,,CB ,Loans,65
Closed Account,10/15/2020,7,6,9,,,,,,,,PB ,Loans,60
Digital Banking,10/15/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,50
New Account,10/26/2020,6,6,8,,,,,,,,CB ,Deposits,38
