survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,ibiz_rating,features_rating,security_rating,dept_org_unit,prod_type,age
New Account,8/27/2020,7,5,10,,,,,,,,CB ,Deposits,39
New Account,8/26/2020,7,7,10,,,,,,,,CB ,Deposits,53
New Account,8/26/2020,7,7,10,,,,,,,,CB ,Deposits,31
New Account,8/27/2020,7,7,10,,,,,,,,CB ,Deposits,35
Business Banking,8/21/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,8/20/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,8/25/2020,7,6,9,,,,,,,,MM ,Loans,
Retail Banking,8/18/2020,7,7,9,,,,,,,,CB ,Loans,70
Retail Banking,8/20/2020,7,5,10,,,,,,,,CB ,Deposits,63
Business Banking,8/20/2020,7,7,9,,,,,,,,BB ,Deposits,
Business Banking,8/24/2020,7,7,10,,,,,,,,MM ,Deposits,84
Business Banking,8/26/2020,7,7,10,,,,,,,,MM ,Deposits,
Business Banking,8/20/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,8/20/2020,7,7,10,,,,,,,,CB ,Deposits,73
Business Banking,8/24/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,8/25/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,8/25/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,8/18/2020,7,7,10,,,,,,,,CB ,Deposits,69
Business Banking,8/21/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,8/18/2020,6,7,9,,,,,,,,BB ,Deposits,
Mortgage Post Application,8/24/2020,6,7,10,,,,,,,,,,55
Mortgage Post Application,8/21/2020,7,7,10,,,,,,,,,,43
Mortgage Post Application,8/20/2020,7,7,10,,,,,,,,,,43
Mortgage Post Closing,8/19/2020,6,7,10,,,,,,,,,,34
Digital Banking,8/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,67
Digital Banking,8/19/2020,4,5,5,3,4,2,4,,5,5,CB ,Deposits,50
Loan,8/20/2020,7,7,10,,,,,,,,CB ,Loans,73
Loan,8/19/2020,7,7,10,,,,,,,,CB ,Loans,71
Closed Account,8/19/2020,6,6,10,,,,,,,,CB ,Loans,54
New Account,8/26/2020,7,7,10,,,,,,,,CB ,Deposits,18
Closed Account,8/19/2020,7,7,10,,,,,,,,CB ,Loans,19
New Account,8/27/2020,7,7,0,,,,,,,,CB ,Deposits,
Mortgage Post Application,8/20/2020,7,7,10,,,,,,,,,,59
Loan,8/21/2020,7,7,10,,,,,,,,PB ,Loans,67
Closed Account,8/21/2020,6,7,9,,,,,,,,PB ,Loans,52
Closed Account,8/21/2020,7,6,10,,,,,,,,BB ,Loans,
New Account,8/28/2020,7,7,10,,,,,,,,BB ,Deposits,33
New Account,8/27/2020,7,7,10,,,,,,,,CB ,Deposits,18
New Account,8/28/2020,7,7,10,,,,,,,,CB ,Deposits,68
Mortgage Post Application,8/24/2020,7,7,10,,,,,,,,,,52
Digital Banking,8/22/2020,7,7,10,7,6,6,7,,6,7,CB ,Deposits,67
New Account,8/28/2020,7,7,10,,,,,,,,CB ,Deposits,20
New Account,8/29/2020,7,7,10,,,,,,,,CB ,Deposits,28
New Account,8/28/2020,7,7,10,,,,,,,,PB ,Deposits,30
New Account,8/28/2020,6,6,8,,,,,,,,CB ,Deposits,
New Account,8/29/2020,7,7,10,,,,,,,,CB ,Deposits,50
Mortgage Post Closing,8/27/2020,7,7,10,,,,,,,,,,47
Loan,8/25/2020,7,7,10,,,,,,,,CB ,Loans,64
Digital Banking,8/24/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,76
Digital Banking,8/25/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,74
Digital Banking,8/24/2020,2,2,0,1,1,1,1,,1,1,PB ,Deposits,46
Digital Banking,8/25/2020,7,7,10,7,6,7,6,,7,7,CB ,Deposits,69
Digital Banking,8/24/2020,4,6,9,3,3,6,3,,3,6,CB ,Deposits,61
Digital Banking,8/24/2020,5,5,6,7,5,7,5,,6,6,CB ,Deposits,67
Digital Banking,8/25/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,60
Mortgage Post Closing,8/27/2020,7,7,10,,,,,,,,,,58
Mortgage Post Application,8/26/2020,7,7,10,,,,,,,,,,71
Closed Account,8/25/2020,7,7,10,,,,,,,,CB ,Loans,60
Digital Banking,8/25/2020,7,7,10,7,7,7,6,,6,7,CB ,Deposits,63
Closed Account,8/25/2020,7,7,10,,,,,,,,CB ,Loans,75
Closed Account,8/25/2020,7,7,10,,,,,,,,CB ,Loans,74
Digital Banking,8/25/2020,7,7,10,7,5,6,6,,6,7,CB ,Deposits,55
Closed Account,8/25/2020,7,7,9,,,,,,,,BB ,Loans,
Digital Banking,8/25/2020,7,7,10,7,7,7,7,,7,7,PB ,Deposits,59
Digital Banking,8/27/2020,4,5,6,1,2,3,1,,2,5,CB ,Deposits,45
Loan,8/25/2020,7,7,10,,,,,,,,PB ,Loans,33
Retail Banking,8/26/2020,7,7,10,,,,,,,,CB ,Deposits,84
Retail Banking,8/25/2020,7,7,10,,,,,,,,CB ,Deposits,57
Retail Banking,8/29/2020,6,6,8,,,,,,,,CB ,Deposits,63
Retail Banking,8/27/2020,7,7,10,,,,,,,,CB ,Deposits,50
Retail Banking,8/25/2020,7,7,10,,,,,,,,CB ,Deposits,78
Business Banking,8/25/2020,7,6,10,,,,,,,,PB ,Deposits,
Business Banking,8/26/2020,7,7,10,,,,,,,,PB ,Loans,
Digital Banking,8/30/2020,7,7,10,7,4,5,3,,4,7,CB ,Deposits,66
Digital Banking,8/26/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,78
Digital Banking,8/27/2020,6,7,10,7,3,2,6,,6,6,CB ,Deposits,51
Digital Banking,8/26/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,58
Digital Banking,8/26/2020,7,7,10,7,7,7,7,,7,7,BB ,Loans,37
Digital Banking,8/27/2020,7,6,9,7,7,7,4,,7,4,CB ,Deposits,59
Digital Banking,8/27/2020,6,4,8,6,6,4,5,,5,6,CB ,Deposits,55
Digital Banking,8/26/2020,5,6,8,5,5,5,7,,6,7,CB ,Deposits,23
Business Banking,8/28/2020,6,6,8,,,,,,,,BB ,Deposits,
Business Banking,8/27/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,8/26/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,8/28/2020,4,4,8,,,,,,,,BB ,Loans,
Business Banking,8/26/2020,7,7,10,,,,,,,,MM ,Deposits,
Business Banking,8/28/2020,7,7,10,,,,,,,,BB ,Deposits,
Digital Banking,8/27/2020,7,7,10,7,6,7,7,,7,7,CB ,Deposits,70
Digital Banking,8/28/2020,5,4,4,4,4,4,4,,4,4,CB ,Deposits,63
Digital Banking,8/28/2020,6,6,9,7,7,5,7,,6,7,CB ,Deposits,58
Closed Account,8/28/2020,7,7,10,,,,,,,,PB ,Loans,30
Digital Banking,8/27/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,77
Digital Banking,8/27/2020,7,7,10,7,7,7,7,,7,7,CB ,Loans,56
Closed Account,8/28/2020,7,7,10,,,,,,,,CB ,Loans,75
Retail Banking,9/1/2020,7,4,4,,,,,,,,CB ,Deposits,68
Retail Banking,9/1/2020,5,5,5,,,,,,,,CB ,Loans,69
New Account,9/1/2020,7,7,10,,,,,,,,CB ,Deposits,31
New Account,9/2/2020,7,7,10,,,,,,,,PB ,Deposits,63
New Account,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,77
New Account,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,76
New Account,9/2/2020,7,7,10,,,,,,,,CB ,Deposits,37
New Account,9/3/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,9/2/2020,7,7,10,,,,,,,,CB ,Deposits,55
New Account,9/3/2020,7,7,8,,,,,,,,CB ,Deposits,29
New Account,9/2/2020,6,7,10,,,,,,,,CB ,Deposits,
Mortgage Post Application,9/5/2020,7,7,10,,,,,,,,,,42
New Account,9/2/2020,7,7,10,,,,,,,,CB ,Deposits,66
Loan,9/2/2020,7,7,10,,,,,,,,CB ,Loans,35
New Account,9/2/2020,7,7,10,,,,,,,,CB ,Deposits,67
New Account,9/2/2020,7,7,10,,,,,,,,CB ,Deposits,33
Business Banking,9/2/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,50
New Account,9/3/2020,5,7,10,,,,,,,,CB ,Deposits,71
New Account,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,62
New Account,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,64
New Account,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,
New Account,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,33
New Account,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,18
New Account,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,69
New Account,9/8/2020,7,7,10,,,,,,,,CB ,Deposits,55
New Account,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,29
New Account,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,29
Loan,9/2/2020,7,7,10,,,,,,,,CB ,Loans,72
Mortgage Post Application,9/5/2020,7,7,10,,,,,,,,,,43
Mortgage Post Closing,9/5/2020,6,5,9,,,,,,,,,,54
Digital Banking,9/1/2020,7,6,9,6,6,6,6,,6,6,CB ,Loans,73
Digital Banking,9/2/2020,3,7,10,7,6,4,5,,5,7,PB ,Deposits,59
Digital Banking,9/1/2020,1,5,0,2,3,1,2,,4,4,CB ,Deposits,47
New Account,9/8/2020,7,7,10,,,,,,,,CB ,Deposits,46
New Account,9/9/2020,7,7,10,,,,,,,,CB ,Deposits,53
Loan,9/2/2020,6,7,10,,,,,,,,CB ,Loans,24
New Account,9/14/2020,7,7,10,,,,,,,,CB ,Deposits,55
New Account,9/8/2020,7,7,10,,,,,,,,CB ,Deposits,38
New Account,9/14/2020,7,6,8,,,,,,,,PB ,Deposits,30
New Account,9/14/2020,6,6,10,,,,,,,,CB ,Deposits,21
New Account,9/8/2020,7,7,10,,,,,,,,CB ,Deposits,63
Mortgage Post Application,9/12/2020,7,7,10,,,,,,,,,,36
Mortgage Post Closing,9/5/2020,7,7,10,,,,,,,,,,59
Loan,9/16/2020,7,7,10,,,,,,,,CB ,Loans,48
New Account,9/11/2020,7,7,10,,,,,,,,CB ,Deposits,78
Digital Banking,9/2/2020,7,7,10,7,7,4,7,,7,7,CB ,Deposits,45
New Account,9/9/2020,7,7,10,,,,,,,,PB ,Deposits,45
New Account,9/9/2020,7,7,10,,,,,,,,CB ,Deposits,36
Retail Banking,9/2/2020,4,1,1,,,,,,,,CB ,Loans,71
Retail Banking,9/2/2020,5,7,7,,,,,,,,CB ,Deposits,60
Retail Banking,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,79
Retail Banking,9/2/2020,6,6,9,,,,,,,,CB ,Deposits,66
Retail Banking,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,58
Retail Banking,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,60
Retail Banking,9/3/2020,7,7,8,,,,,,,,CB ,Deposits,26
Retail Banking,9/3/2020,5,6,9,,,,,,,,CB ,Deposits,85
Retail Banking,9/5/2020,3,4,5,,,,,,,,CB ,Deposits,62
Retail Banking,9/3/2020,7,7,10,,,,,,,,CB ,Deposits,63
Retail Banking,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,57
Business Banking,9/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/26/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,9/8/2020,6,6,10,,,,,,,,BB ,Deposits,
Business Banking,9/8/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,9/8/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/26/2020,7,7,0,,,,,,,,BB ,Deposits,
Business Banking,9/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/8/2020,6,6,9,,,,,,,,BB ,Deposits,
Wealth Management,9/5/2020,7,7,10,,,,,,,,WM,Investments,26
Digital Banking,9/3/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,61
Digital Banking,9/3/2020,6,7,9,6,6,6,6,,6,5,PB ,Deposits,54
Digital Banking,9/4/2020,5,5,8,6,6,6,3,,3,6,CB ,Deposits,55
Digital Banking,9/3/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,63
Digital Banking,9/4/2020,5,6,9,3,7,5,6,,7,7,CB ,Deposits,43
Digital Banking,9/4/2020,7,7,10,6,6,5,6,,7,7,CB ,Deposits,74
Digital Banking,9/4/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,85
Digital Banking,9/4/2020,6,5,6,5,5,3,4,,6,6,CB ,Deposits,61
New Account,9/17/2020,7,7,10,,,,,,,,CB ,Deposits,46
New Account,9/14/2020,7,7,10,,,,,,,,CB ,Deposits,22
Digital Banking,9/3/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,48
New Account,9/14/2020,7,7,10,,,,,,,,CB ,Deposits,65
New Account,9/14/2020,7,7,10,,,,,,,,CB ,Deposits,63
New Account,9/11/2020,7,7,10,,,,,,,,CB ,Deposits,84
Mortgage Post Application,9/5/2020,7,7,10,,,,,,,,,,47
New Account,9/12/2020,7,7,10,,,,,,,,CB ,Deposits,76
Closed Account,9/5/2020,6,7,7,,,,,,,,CB ,Loans,58
Digital Banking,9/5/2020,7,7,9,6,7,6,7,,7,7,CB ,Deposits,68
Digital Banking,9/4/2020,6,6,9,6,6,6,6,,6,6,CB ,Deposits,87
Digital Banking,9/4/2020,6,6,0,6,6,6,6,,6,6,CB ,Deposits,71
Digital Banking,9/4/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,68
New Account,9/14/2020,7,7,10,,,,,,,,CB ,Deposits,65
New Account,9/12/2020,7,7,10,,,,,,,,CB ,Deposits,80
Digital Banking,9/4/2020,1,4,3,5,1,1,4,,4,4,CB ,Deposits,56
New Account,9/11/2020,7,7,10,,,,,,,,CB ,Deposits,59
New Account,9/11/2020,7,7,10,,,,,,,,CB ,Deposits,76
New Account,9/15/2020,5,5,6,,,,,,,,BB ,Deposits,57
New Account,9/11/2020,7,7,10,,,,,,,,CB ,Deposits,52
Retail Banking,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,64
Business Banking,9/5/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,9/5/2020,6,6,6,,,,,,,,CB ,Deposits,80
Retail Banking,9/5/2020,7,3,7,,,,,,,,CB ,Deposits,49
Retail Banking,9/4/2020,6,6,9,,,,,,,,CB ,Deposits,61
Retail Banking,9/5/2020,6,3,8,,,,,,,,CB ,Deposits,74
Retail Banking,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,91
Retail Banking,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,66
Retail Banking,9/4/2020,7,7,10,,,,,,,,CB ,Deposits,46
Retail Banking,9/5/2020,7,7,10,,,,,,,,CB ,Deposits,82
Business Banking,9/5/2020,2,7,5,,,,,,,,BB ,Deposits,
Business Banking,9/4/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/4/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/4/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/4/2020,6,7,8,,,,,,,,BB ,Deposits,
Mortgage Post Closing,9/10/2020,7,7,10,,,,,,,,,,41
New Account,9/15/2020,6,4,4,,,,,,,,CB ,Deposits,78
Digital Banking,9/8/2020,3,7,10,7,7,7,7,,7,7,CB ,Deposits,62
New Account,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,76
Digital Banking,9/8/2020,5,7,10,6,7,7,6,,6,7,CB ,Deposits,82
Loan,9/10/2020,7,7,10,,,,,,,,CB ,Loans,52
Digital Banking,9/8/2020,5,5,7,5,6,6,5,,6,6,CB ,Deposits,42
Digital Banking,9/9/2020,5,5,5,5,5,5,5,,5,5,CB ,Deposits,52
New Account,9/15/2020,7,7,10,,,,,,,,CB ,Deposits,33
New Account,9/21/2020,7,7,10,,,,,,,,BB ,Deposits,28
New Account,9/15/2020,7,7,10,,,,,,,,PB ,Deposits,
New Account,9/15/2020,7,7,10,,,,,,,,CB ,Deposits,76
New Account,9/15/2020,7,7,10,,,,,,,,CB ,Deposits,41
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/22/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Wealth Management,9/10/2020,7,7,10,,,,,,,,WM,Investments,76
Business Banking,9/9/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,9/22/2020,6,6,10,,,,,,,,PB ,Loans,
Business Banking,9/9/2020,6,6,9,,,,,,,,BB ,Deposits,
Business Banking,9/8/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/9/2020,7,7,10,,,,,,,,C RE ,Deposits,
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/8/2020,6,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/8/2020,7,6,10,,,,,,,,BB ,Deposits,
Business Banking,9/8/2020,6,7,9,,,,,,,,BB ,Deposits,
Business Banking,9/9/2020,7,5,10,,,,,,,,MM ,Deposits,
Retail Banking,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,9/8/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,9/14/2020,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,9/29/2020,7,7,8,,,,,,,,CB ,Deposits,21
Retail Banking,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,63
Retail Banking,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,9/9/2020,7,7,10,,,,,,,,CB ,Deposits,67
Retail Banking,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,45
Retail Banking,9/8/2020,4,4,6,,,,,,,,CB ,Deposits,77
Retail Banking,9/9/2020,6,6,9,,,,,,,,CB ,Deposits,65
Retail Banking,9/19/2020,7,7,10,,,,,,,,CB ,Loans,78
Retail Banking,9/9/2020,6,7,9,,,,,,,,CB ,Deposits,77
Retail Banking,9/9/2020,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,9/30/2020,7,5,7,,,,,,,,CB ,Deposits,48
Retail Banking,9/10/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,58
Retail Banking,9/10/2020,6,7,10,,,,,,,,CB ,Deposits,27
Retail Banking,9/29/2020,7,7,10,,,,,,,,CB ,Deposits,90
Retail Banking,9/21/2020,7,7,10,,,,,,,,CB ,Loans,62
Retail Banking,9/9/2020,7,7,10,,,,,,,,CB ,Deposits,49
Retail Banking,9/21/2020,7,7,10,,,,,,,,PB ,Loans,38
Retail Banking,9/28/2020,6,7,8,,,,,,,,CB ,Deposits,74
Retail Banking,9/21/2020,7,6,10,,,,,,,,CB ,Deposits,64
Retail Banking,9/8/2020,7,7,10,,,,,,,,CB ,Deposits,37
Retail Banking,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,18
Mortgage Post Closing,9/10/2020,6,7,10,,,,,,,,,,59
Digital Banking,9/9/2020,6,6,10,6,5,5,6,,6,6,PB ,Deposits,63
Digital Banking,9/10/2020,5,7,10,5,5,5,6,,6,7,CB ,Deposits,53
Digital Banking,9/9/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,79
Digital Banking,9/9/2020,5,6,7,6,6,6,6,,6,4,CB ,Deposits,57
Digital Banking,9/9/2020,4,5,9,4,6,5,6,,5,6,CB ,Deposits,33
Digital Banking,9/9/2020,5,6,10,6,6,7,5,,6,7,CB ,Deposits,47
New Account,9/16/2020,6,6,9,,,,,,,,CB ,Deposits,44
New Account,9/16/2020,7,7,10,,,,,,,,PB ,Deposits,37
New Account,9/18/2020,7,7,9,,,,,,,,CB ,Deposits,51
New Account,9/16/2020,6,7,10,,,,,,,,CB ,Deposits,53
New Account,9/17/2020,7,7,10,,,,,,,,CB ,Deposits,83
Digital Banking,9/11/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,78
New Account,9/17/2020,7,7,10,,,,,,,,CB ,Deposits,68
Digital Banking,9/10/2020,7,7,10,7,7,7,7,,7,7,BB ,Deposits,
New Account,9/18/2020,7,7,10,,,,,,,,CB ,Deposits,40
New Account,9/21/2020,7,7,10,,,,,,,,CB ,Deposits,30
New Account,9/18/2020,7,7,10,,,,,,,,CB ,Deposits,25
Mortgage Post Application,9/12/2020,7,7,10,,,,,,,,,,57
Mortgage Post Application,9/12/2020,7,7,10,,,,,,,,,,76
Mortgage Post Closing,9/26/2020,7,7,10,,,,,,,,,,48
New Account,9/18/2020,7,7,10,,,,,,,,CB ,Deposits,76
Digital Banking,9/12/2020,5,5,5,5,5,5,5,,5,5,CB ,Deposits,72
New Account,9/21/2020,6,6,8,,,,,,,,CB ,Deposits,91
Digital Banking,9/12/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,54
Loan,9/11/2020,6,6,9,,,,,,,,PB ,Loans,51
New Account,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,69
Loan,9/11/2020,7,7,10,,,,,,,,CB ,Loans,21
New Account,9/21/2020,7,7,10,,,,,,,,PB ,Deposits,45
New Account,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,39
Mortgage Post Closing,9/26/2020,7,7,10,,,,,,,,,,64
Mortgage Post Closing,9/26/2020,7,7,10,,,,,,,,,,44
Digital Banking,9/14/2020,7,4,6,7,7,6,7,,7,7,CB ,Deposits,74
Digital Banking,9/14/2020,6,7,10,6,7,7,6,,7,7,PB ,Deposits,69
Digital Banking,9/16/2020,7,7,10,7,6,7,6,,6,7,CB ,Deposits,70
Digital Banking,9/18/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,69
New Account,9/22/2020,1,6,9,,,,,,,,PB ,Deposits,62
Digital Banking,9/16/2020,7,7,10,5,4,5,5,,7,6,CB ,Deposits,92
New Account,9/23/2020,7,7,10,,,,,,,,CB ,Deposits,36
New Account,9/22/2020,7,7,10,,,,,,,,CB ,Deposits,50
Digital Banking,9/17/2020,6,7,10,7,7,7,7,,7,7,CB ,Deposits,64
New Account,9/21/2020,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,9/15/2020,7,7,10,,,,,,,,CB ,Loans,65
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/19/2020,7,7,10,,,,,,,,CB ,Deposits,79
Retail Banking,9/17/2020,7,7,10,,,,,,,,CB ,Deposits,34
Business Banking,9/22/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/15/2020,1,3,0,,,,,,,,CB ,Loans,44
Business Banking,9/21/2020,6,6,9,,,,,,,,C RE ,Deposits,
Retail Banking,9/16/2020,7,4,10,,,,,,,,CB ,Deposits,73
Business Banking,9/23/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,9/16/2020,7,7,10,,,,,,,,CB ,Deposits,76
Retail Banking,9/15/2020,6,6,10,,,,,,,,CB ,Deposits,64
Retail Banking,9/15/2020,7,6,10,,,,,,,,CB ,Deposits,39
Business Banking,9/21/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/16/2020,4,4,3,,,,,,,,BB ,Deposits,
Business Banking,9/15/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,9/16/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/15/2020,7,7,10,,,,,,,,PB ,Loans,
Business Banking,9/15/2020,6,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/15/2020,5,6,6,,,,,,,,BB ,Deposits,
Retail Banking,9/15/2020,5,6,9,,,,,,,,CB ,Deposits,66
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/16/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,9/15/2020,7,4,10,,,,,,,,MM ,Loans,
Business Banking,9/16/2020,7,7,10,,,,,,,,BB ,Deposits,
Mortgage Post Application,9/30/2020,6,7,10,,,,,,,,,,45
Digital Banking,9/16/2020,6,6,9,6,6,5,4,,6,7,CB ,Deposits,58
Digital Banking,9/16/2020,7,7,10,6,6,6,6,,5,7,PB ,Deposits,80
Digital Banking,9/17/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,56
Digital Banking,9/16/2020,3,5,7,5,6,6,5,,6,6,CB ,Deposits,69
Digital Banking,9/17/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,63
Digital Banking,9/17/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,20
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,72
Digital Banking,9/16/2020,5,5,7,6,6,6,2,,3,6,PB ,Deposits,57
New Account,9/24/2020,7,7,10,,,,,,,,CB ,Deposits,86
Digital Banking,9/16/2020,5,2,0,4,4,4,4,,4,6,CB ,Deposits,29
Digital Banking,9/19/2020,2,3,9,2,4,1,3,,4,6,CB ,Deposits,45
Digital Banking,9/16/2020,7,6,9,3,6,6,2,,7,7,CB ,Deposits,69
New Account,9/24/2020,7,7,8,,,,,,,,CB ,Deposits,
New Account,9/23/2020,7,7,10,,,,,,,,CB ,Deposits,50
New Account,9/23/2020,7,7,10,,,,,,,,CB ,Deposits,34
New Account,9/23/2020,6,7,9,,,,,,,,CB ,Deposits,51
Digital Banking,9/18/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,72
Digital Banking,9/18/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,72
Digital Banking,9/17/2020,6,6,9,6,6,6,6,,6,6,CB ,Deposits,72
New Account,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,78
New Account,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,34
New Account,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,58
New Account,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,88
Mortgage Post Application,9/30/2020,7,7,10,,,,,,,,,,56
Digital Banking,9/19/2020,6,5,7,6,6,6,6,,6,6,CB ,Deposits,58
Digital Banking,9/18/2020,7,7,10,7,7,4,7,,7,7,PB ,Deposits,59
Digital Banking,9/18/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,59
Loan,9/18/2020,7,7,10,,,,,,,,CB ,Loans,22
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,26
New Account,9/30/2020,7,7,10,,,,,,,,CB ,Deposits,73
Digital Banking,9/18/2020,7,7,9,7,7,7,6,,6,7,CB ,Deposits,48
New Account,9/25/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,18
New Account,9/25/2020,7,7,10,,,,,,,,CB ,Deposits,57
Digital Banking,9/22/2020,5,7,5,6,7,5,6,,7,7,CB ,Deposits,25
Closed Account,9/26/2020,7,7,10,,,,,,,,CB ,Loans,56
Digital Banking,9/23/2020,6,5,8,7,5,6,5,,6,7,CB ,Deposits,62
